Temp_Code,PH_Code,EC_Code,EC,PH,Temp,D
C,B,A,1,13,48,11.82328490438464
C,B,C,25,14,42,14.213157598839821
B,A,A,6,9,12,5.299694024180981
A,C,C,22,1,2,16.981780034586038
C,A,A,2,7,59,7.851021036084683
C,A,C,33,8,47,14.15568941852645
C,C,C,26,0,36,16.287379863161462
C,A,A,3,7,38,6.664795761418851
C,C,C,32,2,43,19.12199479887907
B,A,C,29,9,19,11.520047323248864
C,B,C,22,12,57,15.529525780629182
C,A,C,32,8,56,14.012002321721216
C,C,C,38,6,60,20.83055176454404
C,A,C,20,7,58,16.20104305985036
A,B,A,4,12,6,7.026349592870727
C,C,C,28,6,53,18.010423474134576
B,B,A,2,12,17,9.70442427319415
C,C,B,11,1,40,14.379740956824818
B,A,B,16,9,14,10.25604657466851
B,A,A,8,9,20,9.558235176943946
A,B,A,7,12,5,7.683876701440599
C,A,C,39,9,42,13.405711717562948
C,C,A,9,5,59,12.510720694719057
B,C,C,33,6,12,20.446994081000938
C,C,A,1,4,57,11.461393574458086
C,C,B,10,5,52,13.102870925023176
B,C,A,9,1,16,10.802958892622073
A,C,C,24,2,5,14.744243289597378
C,C,C,26,4,41,19.251926877330803
C,C,C,25,4,30,15.981066634724908
A,C,C,38,4,4,11.335214523602694
C,C,C,26,6,57,18.460909688780667
C,C,C,30,5,52,18.572911004681107
A,C,C,32,1,8,12.532403814453046
C,B,C,25,10,56,18.957281782259763
B,B,C,29,13,16,16.08101062779937
C,A,C,36,9,35,15.023318993327218
C,A,C,38,8,23,13.611748673705225
A,C,C,27,1,1,14.434306351704512
C,A,B,17,7,51,9.355073879985106
C,C,C,38,5,38,16.49097450322262
C,B,C,33,10,32,18.786417209430834
B,B,C,33,11,19,20.48363846421599
B,C,B,14,1,11,15.211063788755336
A,C,C,24,4,0,14.29381529960536
A,B,A,7,13,0,5.32010304355003
A,A,B,18,8,3,5.581817845002833
C,B,C,28,13,41,16.712928605503507
C,C,A,6,1,52,12.98207521979618
C,B,C,23,11,25,19.817684474485986
C,C,C,32,0,36,21.300280379085343
C,B,A,1,11,33,10.724402709185682
C,C,C,38,5,34,17.311079022529977
C,C,C,38,5,33,18.111946381889364
B,B,C,35,14,15,16.048362247198487
C,B,C,38,10,56,20.168303819044354
C,C,C,34,0,52,17.612466996401704
C,C,C,35,6,56,16.086982970779705
A,C,C,25,0,4,10.678746137248467
C,B,C,28,11,49,18.16604239323373
C,C,C,22,2,29,15.517496490500402
C,B,C,23,11,41,18.673064951372226
C,A,A,4,9,52,6.569727895398632
C,C,A,1,2,44,12.954292829569159
C,A,A,1,7,33,8.43221299852583
C,C,C,30,0,41,16.742014703031924
C,C,A,9,1,41,9.803083704267998
C,C,B,14,1,52,13.6317209940315
A,A,B,17,7,7,5.078007076622845
B,C,A,2,1,18,7.9238736795024405
A,C,B,17,3,8,11.017112752320974
C,A,C,27,9,22,14.113627342558203
C,A,B,13,9,40,9.390079085388681
A,C,C,36,5,3,13.614706330952217
C,C,B,16,6,40,13.28881091496509
C,B,A,6,14,33,9.36557295458854
C,C,C,39,4,44,18.420959138881592
C,B,B,12,12,33,12.789195710226567
C,B,C,22,12,60,18.224753110118183
B,C,C,34,0,12,15.69740934893176
C,A,C,32,9,54,16.70185149733853
B,B,C,40,14,14,17.887388548483816
C,C,C,24,3,36,16.75657977144567
C,C,B,10,0,26,13.41086163969931
C,C,C,39,4,29,21.976794792559105
B,B,B,18,12,19,13.500411063343428
C,C,A,9,3,31,12.023568702431643
C,C,B,14,5,50,14.220756066128697
C,A,C,25,7,60,13.550776100897597
B,C,C,30,4,11,17.720418714648833
C,C,C,30,2,39,16.57276121439766
C,B,A,5,11,58,11.23109991243387
C,C,B,14,3,57,12.452819482464609
A,C,C,32,0,9,9.782500834769294
B,C,A,5,1,17,5.861104640903039
C,C,B,13,1,22,14.227338391733577
A,B,C,39,11,6,12.3662295427518
B,B,C,31,13,11,9.451631209746793
B,B,C,36,10,16,14.367164636053184
A,A,C,38,9,3,10.043590950239532
C,B,C,20,11,25,16.601513196942904
C,C,A,3,5,43,12.500025357304649
A,C,C,27,1,1,13.194110808406755
A,C,C,40,6,5,16.198879834117054
C,C,B,10,1,25,12.924097255138829
B,B,B,11,13,15,13.970380476059638
C,B,A,3,13,45,10.580422580293178
C,C,A,7,0,31,11.832538256962419
C,B,C,38,12,30,18.46735181280739
C,B,C,40,12,38,18.3408490861625
C,B,C,25,11,54,19.54481246344986
A,C,C,40,0,6,16.087260848168686
C,C,A,7,4,27,9.235791102737661
C,C,B,12,2,30,12.86358912462517
C,C,B,18,1,26,15.84891515572096
C,C,C,31,1,33,14.905575494326445
C,B,C,27,14,43,19.572950956429885
C,B,C,24,14,21,15.686714479962506
A,C,B,14,5,2,10.61751244816458
C,B,A,2,11,30,10.249712494210119
C,C,C,22,4,55,20.39197956633354
B,B,B,13,10,11,13.405071332435076
B,C,B,16,5,16,14.111878159776747
C,C,C,38,5,52,19.470773390232353
C,C,C,40,5,36,16.051720160898327
C,C,C,32,1,46,21.272304639956637
A,C,C,35,3,2,12.064946575434234
B,A,A,4,9,19,1.7821961656273237
C,C,A,2,5,56,10.270001272667015
C,C,C,30,5,26,17.48840326604654
C,C,C,28,5,42,14.994286623974055
B,C,A,8,5,16,12.57611921400838
B,C,C,38,0,16,17.427994232512283
A,B,C,33,10,3,15.74072007361499
C,C,B,19,4,40,11.866731768033475
B,C,A,8,1,19,9.767820962758304
A,B,B,13,13,3,8.226225495826519
B,C,C,40,4,20,14.1451825633084
A,C,C,35,0,8,12.967816133971475
C,B,C,22,10,25,14.40830898195982
C,B,C,22,13,25,18.783541592125893
C,A,A,1,8,47,6.376355881973795
C,B,B,11,14,35,12.42989567697665
C,C,A,9,1,38,10.003905870865584
A,C,C,21,3,8,10.308489910408548
B,B,C,21,10,15,13.458159975768448
C,B,C,24,13,44,19.190788364232795
A,C,B,11,1,3,9.257125787300298
C,C,C,34,2,23,17.401730069070492
C,B,B,10,11,48,13.254110467106088
C,A,A,8,9,24,8.025559946045725
C,C,A,5,4,52,12.096577159091908
C,A,C,25,7,52,16.717961208832374
C,B,C,38,12,35,20.947715144344848
A,A,A,6,7,1,4.214288763704391
A,B,C,28,10,5,11.372647034137177
C,C,B,12,0,53,14.482425053361869
A,C,B,15,4,1,8.399980983528417
A,B,A,7,10,0,5.2208229227467315
C,A,A,1,9,30,9.192742995101774
C,B,A,8,14,58,8.786673983938558
C,C,C,27,3,46,16.783761568952684
B,C,C,24,3,17,20.55543200765726
C,A,C,35,9,30,16.927772109586694
C,A,B,10,9,21,9.094069651944404
A,C,C,26,4,9,14.970223287910441
C,A,B,17,9,37,9.047628906614769
A,B,C,22,12,6,11.125098495047942
B,C,A,1,3,14,4.663133391881095
C,B,A,4,12,51,12.06252332058397
B,C,B,15,4,16,13.372843588396716
B,A,C,39,7,18,17.357250332197424
C,A,C,28,9,57,16.35086477082006
C,C,C,23,5,60,19.24758932733654
C,C,C,20,5,55,20.95241741115003
A,A,C,38,9,1,7.570374060426236
B,A,B,12,9,15,6.131392564365978
C,C,B,17,4,37,14.78605978228672
B,A,A,9,8,15,9.352979829201256
A,C,A,2,6,5,5.934750387335443
A,B,C,30,13,10,12.87422419210116
B,B,A,9,13,16,5.834562852699219
A,C,B,18,6,7,6.949069853726874
B,A,C,35,8,17,8.199617503094814
C,C,C,28,2,21,18.664527563235044
A,A,C,32,8,5,6.891800477873627
A,C,C,27,5,8,12.612040335368429
C,C,B,13,6,57,14.119791506773904
B,B,C,20,10,13,19.249248875076752
A,A,B,18,8,10,6.310441131239961
C,C,A,6,2,21,13.792387088592047
C,C,B,15,5,47,14.213894519136124
A,A,B,17,7,3,5.161020974024042
A,A,B,13,9,2,4.763462911516944
B,C,A,4,3,20,5.917990247392284
B,B,C,20,11,17,14.171107690954893
C,A,A,8,7,57,5.437719206285183
C,C,A,7,3,56,12.852085453468524
C,A,C,33,8,39,10.920260307631928
A,C,C,24,1,0,14.532984570958247
A,C,B,10,3,1,8.311798233177512
C,B,C,22,13,46,17.2878780550124
B,C,C,25,6,16,20.852115262216067
B,C,B,19,3,20,13.603245399606358
C,C,C,38,2,55,16.917038436411925
B,C,C,36,6,12,18.868302720326433
C,B,C,21,12,21,14.343668462654424
C,B,C,27,13,25,20.75773521832069
C,C,B,12,1,43,14.233849286749553
C,B,C,26,12,39,16.47743731338214
B,B,C,24,14,11,14.971305174945021
C,B,B,12,11,30,12.144496015934008
C,C,B,15,0,31,11.731455839358638
C,C,B,16,0,47,12.381504561667153
C,B,A,1,13,51,11.29320172622177
C,A,B,16,9,51,11.115702011231829
C,C,C,31,4,59,18.34919649012377
C,B,C,39,13,35,18.716363169407195
C,A,C,20,9,32,12.877966137604373
B,A,C,24,8,18,15.026309134123995
C,C,B,13,4,57,14.494248021475702
A,C,A,3,3,10,6.138936914865633
C,B,A,4,11,49,12.053005617727855
C,C,C,33,3,31,18.965117001579905
A,C,C,25,4,1,11.819318046620431
A,B,B,10,12,4,8.708740686294533
C,C,A,2,2,52,11.851894235946006
C,A,A,9,8,56,8.316274422800939
C,B,C,20,14,28,18.467481102355414
C,C,C,30,2,21,18.95421013361834
B,C,C,32,3,15,19.66143821592712
C,A,C,21,9,27,15.399217115157583
A,B,C,30,11,2,14.25064310617099
C,A,B,10,7,56,8.808488751154623
A,C,A,6,2,1,5.47267717674129
A,B,C,32,12,0,10.486634199193269
C,A,C,24,9,52,14.328594375228159
C,A,C,38,7,35,16.955538950652922
A,A,C,21,9,8,9.555895894148216
C,B,B,13,11,43,13.51750625620161
C,A,C,33,7,36,15.342633757709153
C,B,B,13,10,54,13.861494443060046
B,B,A,8,11,16,12.235072226698389
A,B,C,34,12,0,13.4056155192922
C,C,C,29,1,44,17.288995346758984
C,B,C,38,13,26,15.660215726730154
C,B,C,34,10,49,16.998541307723457
B,C,B,18,0,13,14.64103982317064
A,C,C,38,6,8,16.338235964058104
B,C,B,17,0,18,8.586656512724705
C,C,C,26,1,29,17.868143844206983
C,C,C,24,3,54,18.93377540035945
C,C,C,20,2,23,20.639901653143163
C,C,B,14,4,49,15.579237061097004
C,B,C,28,14,33,15.305074331746816
A,C,B,17,6,3,8.697187977780473
C,C,C,33,2,31,18.42956404443343
B,C,A,6,1,18,8.983053978013404
C,B,A,9,12,52,9.93955436713711
C,C,C,24,3,43,16.234900644552788
C,A,C,33,9,53,11.134945175331964
A,A,B,17,8,7,5.350071643644997
C,C,C,38,0,37,16.093404735056232
C,C,B,12,6,26,14.835161345137607
B,C,A,7,2,19,10.587768795562184
C,B,C,31,10,25,16.88092175148105
C,B,C,22,10,44,15.178215569141976
C,A,C,26,7,30,13.585097669137216
C,A,B,12,7,42,10.157947990431081
C,B,A,6,10,22,11.7034341164299
C,C,A,7,2,60,11.999709518967492
C,B,B,17,12,58,13.68112569953107
C,C,C,37,3,32,19.75331172040908
C,C,C,39,5,28,17.050339266759874
C,B,C,25,13,42,15.768507161809444
C,C,A,2,4,56,13.174379242622775
C,A,C,22,7,49,15.905218336040123
A,A,A,2,9,2,4.186810444112498
B,C,B,18,2,19,8.430944102840694
B,B,B,18,12,11,7.798445102971137
C,B,B,11,13,59,13.169358834453885
C,C,C,40,3,40,18.843690973529046
A,A,C,30,7,8,11.662649371064129
C,A,A,9,8,55,7.615729269371119
C,B,C,20,12,22,18.991445079101062
A,B,C,27,12,6,14.702575205590083
B,B,B,18,14,20,8.727391995425167
C,B,C,22,13,28,18.340373358613267
B,C,A,3,5,11,11.000979199217142
C,B,C,25,14,58,20.188757854520393
C,C,C,38,0,45,19.557572051133814
C,B,B,14,14,46,12.883756302754804
C,C,C,34,4,24,18.29542977995721
C,B,C,27,10,23,17.602397403397337
C,C,C,35,6,37,17.79602861391941
C,B,A,7,11,57,11.170071978018605
C,B,C,33,11,40,18.871889763447797
C,A,C,26,8,52,16.390386898099102
A,A,B,12,8,8,4.789016382321104
B,B,C,39,14,11,12.66130286694071
A,C,B,14,6,3,7.490268660288521
C,B,C,23,14,35,18.35849268888375
B,C,A,7,5,17,12.604518458582499
C,A,A,8,9,24,9.19614014231922
C,C,C,27,4,42,19.300612712744382
B,B,A,2,14,13,11.796714499829697
C,B,B,15,10,46,11.526531435052341
A,C,C,27,1,8,11.69064999755887
C,C,A,1,6,21,12.608588984691877
C,A,C,25,8,55,14.936954171388114
A,B,B,19,14,9,8.809337219089324
C,C,C,28,0,59,15.134646870956779
C,B,C,27,10,24,16.426427734321997
C,B,C,34,11,50,15.695922662933711
B,C,A,6,3,19,10.364339727808686
C,B,A,4,11,38,10.103948203230054
A,B,C,29,14,3,13.155773264157354
B,B,B,13,14,18,7.89945829660343
A,C,C,23,3,8,15.808186564314857
C,C,C,37,6,31,20.43332911288632
C,B,C,33,13,24,17.654873810676815
C,B,A,2,14,35,9.880625710357897
C,C,B,16,4,53,13.824212582804664
C,C,A,3,3,39,11.02869807852194
C,B,C,27,10,25,17.735391499469785
C,B,A,3,13,49,11.47733114142609
C,B,C,29,11,29,15.764302890779303
C,C,C,27,1,48,16.611810508089718
A,B,C,20,13,0,10.882970158635114
C,C,C,21,2,25,20.99430676467057
B,A,A,1,8,18,7.746335505635716
C,C,C,38,0,51,16.043311275265825
C,C,A,9,5,45,11.68140197705256
C,C,A,1,3,36,13.155830895273269
C,B,B,14,10,47,14.096743971735682
C,B,B,19,12,57,11.865882195670007
C,C,C,25,4,31,19.549278857136322
A,B,C,29,14,7,10.995615100944848
C,A,B,17,8,41,9.756349452831374
A,A,C,22,7,1,12.69504780875241
B,C,B,10,3,16,9.275111378714994
A,C,C,38,5,1,12.549761512356337
C,B,C,35,14,23,17.14606216308987
C,C,A,5,1,36,12.429674769701723
A,C,C,36,0,4,14.577250136193651
C,C,B,13,6,59,13.081445381384146
C,B,B,18,14,54,12.335806846192854
C,C,C,37,1,21,18.792245308905276
C,C,B,16,5,45,11.80073743427992
B,C,C,31,6,15,16.7490003397483
C,A,C,27,7,40,13.415441790793935
C,C,B,12,1,28,13.280495255209026
C,C,B,13,3,49,13.451244497210674
C,C,A,3,4,27,12.545605770149944
C,B,B,15,10,46,12.708678904827359
B,C,C,31,5,11,21.077681356794752
A,C,A,3,2,6,8.550061167527625
C,B,C,36,10,32,16.067539411712914
C,C,C,33,0,21,16.78559924179917
B,C,A,6,3,18,10.802298879978736
A,C,B,11,0,3,9.808306496774776
A,C,B,13,2,7,8.70697798765505
C,C,B,11,6,31,14.16320248667042
A,C,A,6,6,1,6.617241979288713
C,C,C,38,6,27,16.745414196905102
B,B,C,25,10,20,16.52776358406131
C,A,C,25,7,44,16.136407929535913
B,B,A,9,10,13,11.356904180803541
C,C,C,37,4,43,17.356103592269307
A,C,C,36,2,5,15.886981500796262
C,C,B,11,2,28,13.977113892536163
C,C,C,23,1,29,15.950172672439997
B,B,C,21,11,12,17.308441866946005
C,B,B,14,14,25,12.10596330167817
C,A,C,38,9,43,13.107497397790315
A,C,C,34,5,6,13.066243492728344
C,A,C,39,7,58,14.203928327117914
B,A,A,8,7,16,7.4765736085728145
C,B,C,31,10,43,15.070023996974784
C,A,B,17,9,33,9.820765017364643
B,C,B,14,4,13,12.875732912991735
B,C,A,8,0,17,12.49118273401234
A,A,A,5,8,3,5.173863544845325
C,C,C,38,3,24,20.76397743508921
C,B,C,40,14,40,19.745556825287938
C,C,C,35,0,50,18.145495998782017
B,C,C,34,2,17,16.31011142717818
C,B,A,7,14,59,10.608668931842715
B,A,C,30,9,18,14.288547743387289
A,C,C,34,4,8,12.620766037533297
B,A,C,35,9,11,8.011977260931353
A,C,B,11,4,6,7.983878746746916
B,C,C,20,0,15,12.385753106803865
C,A,B,15,8,48,10.226814920179317
C,B,B,11,13,39,12.620871905966746
C,B,C,26,12,48,15.349032954783787
B,B,A,4,12,13,11.833288333117359
A,C,A,6,5,5,7.807445635843493
A,B,B,13,12,3,7.106840081315163
C,B,C,23,13,30,16.021555625270246
B,B,C,29,14,17,18.004664277830816
C,C,B,19,6,54,13.27660932210151
C,A,C,26,7,25,16.32172502110587
C,B,C,21,11,51,14.192608599655717
C,C,C,23,4,49,14.60851817339936
C,C,B,14,6,35,13.12366963181227
A,B,A,6,10,3,7.47466977700029
C,A,B,13,7,22,9.915594278094693
C,C,A,9,2,21,10.589100226571372
A,C,C,39,4,2,11.23409085338546
C,B,C,25,10,27,17.68469562042747
B,A,C,36,9,19,12.773224789083677
C,C,A,6,3,58,12.749263698390578
C,B,B,19,13,29,11.719855066746204
A,C,B,18,4,9,9.12115722041697
A,C,B,10,3,6,8.136792773168068
C,B,C,22,10,58,17.311813295323702
C,C,C,24,5,32,16.332645473803417
C,C,A,5,1,29,14.370296901794255
A,C,B,17,3,3,10.844623789485833
B,B,B,14,10,14,7.942086867405
C,B,B,12,14,28,13.036487663824083
C,C,C,36,1,48,15.425595380644289
C,B,A,4,11,34,10.983749763243374
C,A,C,21,8,41,13.379795517755635
C,A,C,36,8,29,11.14466967217589
C,C,A,2,5,25,10.626567312481367
C,C,C,33,2,58,17.06327265262274
B,B,C,26,13,15,16.381706294788007
C,B,B,13,13,55,12.364192275621974
B,B,A,5,14,14,9.80040901316299
C,B,B,14,14,23,13.322949421003859
C,A,A,2,8,48,8.540386966607471
C,C,A,2,4,34,13.953934173282914
C,C,B,18,4,37,13.245601339984756
B,B,C,28,14,20,19.350767756546546
A,A,B,10,9,9,5.05158019776967
C,B,C,33,14,29,15.657152593322433
C,C,A,8,3,30,9.173057424996667
C,B,A,5,14,53,8.757368153823162
C,C,C,27,4,27,14.84247639055874
B,C,C,26,6,19,19.063038080283796
C,C,C,24,1,41,20.90948273289488
A,B,B,18,13,10,9.422171735993313
A,B,C,30,14,3,12.608030295626882
C,C,B,18,5,54,14.107632953212544
B,B,C,40,14,20,15.015578360233805
C,A,B,12,9,45,9.03812234150233
C,C,A,1,4,41,9.898260930849922
A,A,A,8,7,1,2.141055733569744
C,B,C,30,13,55,16.16232937690087
B,A,A,6,7,17,7.653472432785864
C,A,B,19,8,45,10.016785893235998
C,C,B,10,5,49,13.451837025098065
C,C,A,5,2,51,13.789119203473504
C,C,C,21,0,57,17.870818634400855
C,A,C,35,9,60,11.025001761633597
C,C,C,21,2,30,16.300289853199384
C,A,B,19,8,45,10.90828219829201
C,B,B,13,13,59,12.951380902948488
C,C,A,1,6,51,9.607223799605276
C,C,B,18,3,58,15.312099896905824
B,C,C,35,6,18,20.925471908638528
A,C,B,19,0,5,9.795002664596966
B,A,B,11,7,13,5.936980599114521
C,C,C,20,2,45,18.389018524559553
B,C,B,11,2,17,14.159732611732842
C,C,B,11,4,31,15.469156350758176
C,A,B,19,9,23,9.867956070078003
C,B,C,30,11,27,16.171602497512872
C,C,B,16,3,52,13.087972630416761
B,A,C,35,7,13,14.844649970122187
C,A,B,13,7,34,9.271368566264298
C,C,A,8,0,28,10.395257095238215
A,B,C,30,14,4,13.00139104774001
B,C,A,4,3,14,6.534063131933351
B,C,C,38,5,14,14.13091002310268
C,A,C,39,7,26,11.51126404746695
A,B,C,20,14,10,13.379132960224409
C,C,C,36,1,59,16.375932330037845
B,B,B,15,12,13,11.760342486579166
C,A,C,38,7,45,11.386239550128066
C,A,C,26,9,44,11.388920192631124
B,C,B,12,4,18,14.9845502382123
C,C,C,25,2,55,19.080152794734886
C,C,C,32,3,34,15.656647396735506
C,B,C,24,11,29,15.543685066039732
B,C,C,33,6,16,17.470838433025705
B,C,C,26,1,14,21.903572628023397
C,C,C,20,3,31,21.70771041108557
C,C,C,32,5,30,15.555437540201842
C,C,C,28,3,58,16.962612003685297
C,B,C,31,11,21,13.714242855448322
C,B,C,30,10,42,14.589889147953615
B,B,C,37,11,17,18.867090719793367
C,C,A,2,3,23,13.80096116184335
C,B,B,16,11,56,11.858333602887894
C,C,A,1,0,22,12.812709920832795
C,B,C,21,14,28,15.992921864644822
C,C,B,16,3,24,12.721382639661432
C,A,A,5,9,31,8.01135251431982
B,B,C,25,10,20,15.332641632174733
A,C,C,29,0,6,11.220093186714893
C,A,C,27,9,49,11.683087962091204
C,C,C,24,6,31,15.635701346335374
B,B,C,37,11,11,16.172566657221193
C,C,C,34,2,45,20.073458643289072
C,C,C,25,5,50,15.799218379956887
C,B,C,20,10,22,19.021680837772585
A,C,B,19,1,7,10.743506092102963
A,A,C,23,7,8,10.733374658147778
A,C,C,32,2,0,13.378933470337156
B,C,A,1,2,14,7.757298074253954
C,C,C,26,5,56,14.925856309081402
B,C,B,16,0,16,12.068283277379154
B,A,B,14,7,16,9.016197099784216
C,C,C,33,3,57,19.65774552254601
C,B,C,39,13,53,16.69641751292935
A,C,A,2,2,7,5.738089524831739
C,C,C,33,0,35,18.316146556219316
A,C,A,8,2,9,7.222681899453644
C,A,C,22,9,29,12.047141708579504
C,C,C,25,4,48,17.65888473183837
C,C,C,33,2,56,18.745534383426524
B,A,A,3,7,19,9.55540919002729
A,C,A,8,0,7,7.999115672138149
B,C,C,30,0,17,13.150502446158125
C,C,C,37,5,27,21.581655316309593
B,C,A,6,4,16,12.416727818070404
B,C,C,30,6,20,17.151385352016963
C,A,C,36,8,53,13.991261008653339
C,B,A,7,10,48,10.11481714955979
A,C,C,40,6,10,12.850206971504495
C,A,C,33,8,53,15.332281149389232
C,B,C,25,14,55,17.882674505708437
C,C,B,16,3,23,12.835345665431081
C,A,C,24,9,60,12.81593193951278
C,B,C,36,13,51,19.490927454159312
B,C,C,36,3,16,18.782780509432644
C,C,B,10,0,41,11.633654411371488
C,B,C,32,10,48,16.070747618600365
C,C,A,3,0,45,10.789246803912217
C,B,B,12,12,21,12.333881093347735
C,B,A,1,11,31,8.555893856501914
B,A,A,6,7,18,9.080501845935753
C,B,B,16,13,28,13.704340254917604
C,B,A,9,11,47,9.339613568476102
C,B,B,11,11,54,11.396897493326351
C,C,C,38,1,27,17.611649318971473
C,B,C,28,12,31,18.658899955563257
C,C,C,35,1,49,20.127734302432387
A,A,C,36,8,4,9.950825795136527
C,B,C,36,13,58,18.61716596444309
C,C,C,28,5,24,18.974677276437326
B,C,B,17,4,16,14.38589258021388
C,C,C,27,6,28,16.939920564072924
A,C,C,26,5,4,15.425213937853009
A,C,C,37,0,9,13.789235799086555
C,A,C,38,7,45,11.0187850329792
C,B,B,19,11,60,12.232111606767116
C,B,C,20,10,31,17.295772956977974
C,B,C,23,11,54,20.384747970915665
C,C,C,37,4,39,17.494910816229268
C,A,C,25,7,23,13.732685447359984
A,A,A,9,8,2,2.927439761765013
A,B,B,15,12,1,8.882585566763654
C,C,A,7,2,47,12.099349025000139
C,A,B,14,9,51,8.91105050734478
C,C,B,12,4,41,14.196277020843482
C,B,C,24,14,28,17.744034575572194
B,C,A,5,4,11,12.371595007986091
C,B,C,35,11,41,15.791344354692146
A,B,A,7,10,7,4.981897734261749
C,B,C,38,12,39,15.647704119195478
A,C,C,22,6,5,14.468653785012863
B,C,C,38,3,15,12.73444556256817
C,C,B,13,3,50,15.752536386159608
B,B,C,34,10,13,14.734837692569478
C,B,C,32,13,51,15.91400143655374
B,A,A,1,9,15,7.214670321848054
C,C,C,35,0,58,20.134542710033223
B,C,C,39,3,12,19.067734432325203
C,C,B,10,3,29,13.490742827967328
C,A,C,26,7,45,12.403104857307671
C,C,C,31,2,21,21.473744132681944
C,B,B,17,14,28,11.905767505739174
C,A,A,6,7,58,5.536712169889155
C,C,B,15,0,22,13.957555109213676
B,A,B,19,7,11,10.156337585608435
C,B,B,18,13,55,13.003162456979094
A,C,C,33,0,9,13.953632712390952
A,B,A,7,10,7,4.412318647942825
C,A,B,17,7,55,9.616531858694685
C,A,A,5,9,47,6.376300203503215
C,C,B,18,0,60,13.517786583660229
C,A,B,11,8,60,9.72648247474188
C,A,C,20,8,43,14.87337218330652
C,B,C,38,13,37,15.625138589011783
C,C,C,22,0,37,18.880909295094554
C,C,C,21,6,48,18.344234789897193
C,B,B,12,12,30,13.46358605404819
C,C,C,29,3,50,14.74479108222771
C,C,A,3,0,59,12.541264312036187
A,B,B,16,10,2,8.849153423013965
A,C,C,21,5,6,15.161389046451133
C,B,C,32,12,32,13.075443893216075
A,C,A,9,3,3,7.525545479837612
C,B,C,39,14,35,18.353486965141464
C,C,A,4,5,32,14.079859079483015
C,B,A,5,12,27,9.966872628143339
C,C,A,9,3,42,11.487607687396958
C,C,B,15,3,42,12.087783457684992
C,C,B,16,2,38,12.507906636076985
B,A,A,6,7,15,7.344113312013088
C,C,C,25,1,23,19.349729504191615
C,C,C,27,1,42,16.886105726461356
C,A,C,35,9,45,13.483575683105833
C,B,B,16,13,48,12.821163051709927
C,C,C,36,1,47,15.356637018380912
C,A,C,25,7,28,13.512050104082292
C,C,A,2,0,34,11.881847346030291
A,A,B,10,7,7,5.78147698533072
C,B,B,17,14,50,12.263151158215335
C,B,C,32,14,52,16.575880792504574
A,B,C,34,11,7,15.17008836143681
C,C,C,29,3,58,19.683159772536605
C,C,B,15,1,58,12.965828603537076
C,C,A,8,0,58,11.271333599562816
B,C,C,32,5,13,16.84947042206229
A,C,C,20,0,0,12.712137670198462
C,C,B,12,5,46,13.048452922248602
A,C,C,26,6,1,11.425691256445603
C,A,A,5,9,35,9.66809882212437
C,A,C,33,7,54,13.038896654284942
C,C,C,28,5,50,13.423413013400388
C,B,A,4,10,42,9.57029982420634
A,A,C,29,7,2,9.190758306655194
C,C,A,2,4,45,12.300329654533739
C,C,C,31,0,33,18.02064617946117
C,C,A,7,5,35,12.890162320931637
C,C,C,23,0,25,18.837053424646953
A,B,B,15,10,2,7.36013192831928
C,C,A,4,3,25,13.727918853607237
C,C,C,37,4,34,16.28532984327405
C,B,A,7,10,54,11.117909849689003
C,B,B,18,13,54,13.042966037746837
B,A,A,8,9,16,7.526598710380133
C,C,C,27,0,60,17.45139819580473
C,A,B,10,9,43,9.888681801381768
B,C,B,17,5,17,15.497733196747447
C,A,B,19,9,59,9.428403458007484
C,A,C,22,8,48,12.122336563671823
C,B,B,13,11,40,14.395032676278593
A,C,A,5,4,9,6.507535105414133
C,C,B,11,3,28,13.332318404937634
C,B,B,10,14,43,13.309630070158713
A,A,B,17,7,4,4.73238031315715
A,B,C,39,10,9,10.38083110768658
C,B,A,1,11,46,9.610390298224022
A,C,B,11,1,0,6.61675666837323
C,B,C,38,12,28,19.80111326094889
A,B,C,40,11,0,11.754405269236694
C,B,C,32,14,56,18.016485778813426
C,B,C,28,10,23,18.11083577133708
C,C,C,27,2,30,18.591973359336418
C,C,C,26,3,57,19.299166485619473
C,B,C,34,12,25,18.64752506428424
C,C,C,35,1,29,19.463255813903448
C,C,C,27,1,34,16.427838688814596
C,C,A,6,6,23,10.98736603000486
C,A,C,34,8,49,11.723010447032557
A,B,C,32,11,8,10.449680601179242
C,C,C,24,3,34,15.778898546176485
C,A,A,5,9,49,8.697116681114753
B,C,B,16,0,14,13.525205438516656
C,C,C,25,2,21,19.813241841930843
A,B,B,13,14,0,8.391692533430874
B,B,B,15,11,16,8.206051461425702
C,A,C,27,9,29,14.883778371611495
B,C,C,40,0,13,19.32477008962679
C,C,B,16,3,54,12.591333465799117
C,C,C,31,6,58,19.868919585247085
C,A,A,3,7,46,7.381196946070726
A,C,B,12,1,2,8.572844757304788
A,B,B,17,10,5,8.643037416283798
A,A,C,30,9,6,9.979812617307651
C,C,C,40,4,47,15.74275043169346
C,B,C,21,12,39,17.83874116073769
A,B,C,29,11,2,11.64410065966742
